"old_names","new_names"
"positive regulation of translation","positive regulation of translation"
"positive regulation of gene expression","positive regulation of gene expression"
"positive regulation of cellular amide metabolic process","positive regulation of cellular amide metabolic process"
"extrinsic component of cytoplasmic side of plasma membrane","extrinsic component of cytoplasmic side of plasma membrane"
"extrinsic component of membrane","extrinsic component of membrane"
"extrinsic component of plasma membrane","extrinsic component of plasma membrane"
"serine-type endopeptidase activity","serine-type endopeptidase activity"
"signal peptide processing","signal peptide processing"
"aminoacyl-tRNA hydrolase activity","aminoacyl-tRNA hydrolase activity"
"carboxylic ester hydrolase activity","carboxylic ester hydrolase activity"
"xanthine phosphoribosyltransferase activity","xanthine phosphoribosyltransferase activity"
"XMP metabolic process","XMP metabolic process"
"XMP biosynthetic process","XMP biosynthetic process"
"XMP salvage","XMP salvage"
"5-phosphoribose 1-diphosphate biosynthetic process","5-phosphoribose 1-diphosphate biosynthetic process"
"5-phosphoribose 1-diphosphate metabolic process","5-phosphoribose 1-diphosphate metabolic process"
"diphosphotransferase activity","diphosphotransferase activity"
"ribose phosphate diphosphokinase activity","ribose phosphate diphosphokinase activity"
"ribose phosphate diphosphokinase complex","ribose phosphate diphosphokinase complex"
"adenylate kinase activity","adenylate kinase activity"
"nucleoside monophosphate phosphorylation","nucleoside monophosphate phosphorylation"
"nucleoside monophosphate kinase activity","nucleoside monophosphate kinase activity"
"polyphosphate catabolic process","polyphosphate catabolic process"
"polyphosphate metabolic process","polyphosphate metabolic process"
"exopolyphosphatase activity","exopolyphosphatase activity"
"nucleobase-containing small molecule interconversion","nucleobase-containing small molecule interconversion"
"guanosine-5'-triphosphate,3'-diphosphate diphosphatase activity","guanosine-5'-triphosphate,3'-diphosphate diphosphatase activity"
"1,4-dihydroxy-2-naphthoyl-CoA thioesterase activity","1,4-dihydroxy-2-naphthoyl-CoA thioesterase activity"
"phosphatidic acid biosynthetic process","phosphatidic acid biosynthetic process"
"phosphatidic acid metabolic process","phosphatidic acid metabolic process"
"1-acylglycerol-3-phosphate O-acyltransferase activity","1-acylglycerol-3-phosphate O-acyltransferase activity"
"lysophospholipid acyltransferase activity","lysophospholipid acyltransferase activity"
"lysophosphatidic acid acyltransferase activity","lysophosphatidic acid acyltransferase activity"
"acylglycerol O-acyltransferase activity","acylglycerol O-acyltransferase activity"
"bent DNA binding","bent DNA binding"
"minor groove of adenine-thymine-rich DNA binding","minor groove of adenine-thymine-rich DNA binding"
"DNA secondary structure binding","DNA secondary structure binding"
"DNA-binding transcription repressor activity","DNA-binding transcription repressor activity"
"imidazoleglycerol-phosphate synthase activity","imidazoleglycerol-phosphate synthase activity"
"calcium ion binding","calcium ion binding"
"phospholipase A2 activity","phospholipase A2 activity"
"lipase activity","lipase activity"
"phospholipase activity","phospholipase activity"
"regulation of translation, ncRNA-mediated","regulation of translation, ncRNA-mediated"
"regulation of RNA stability","regulation of RNA stability"
"regulation of cellular catabolic process","regulation of cellular catabolic process"
"RNA stability","RNA stability"
"nitrite reductase complex [NAD(P)H]","nitrite reductase complex [NAD(P)H]"
"nitrite reductase activity","nitrite reductase activity"
"oxidoreductase activity, acting on other nitrogenous compounds as donors","oxidoreductase activity, acting on other nitrogenous compounds as donors"
"oxidoreductase activity, acting on other nitrogenous compounds as donors, with NAD or NADP as acceptor","oxidoreductase activity, acting on other nitrogenous compounds as donors, with NAD or NADP as acceptor"
"nitrite reductase [NAD(P)H] activity","nitrite reductase [NAD(P)H] activity"
"hydroxymethylbilane synthase activity","hydroxymethylbilane synthase activity"
"protoporphyrinogen IX biosynthetic process from glutamate","protoporphyrinogen IX biosynthetic process from glutamate"
"tetrapyrrole biosynthetic process from glutamate","tetrapyrrole biosynthetic process from glutamate"
"glutamyl-tRNA reductase activity","glutamyl-tRNA reductase activity"
"DNA unwinding involved in DNA replication","DNA unwinding involved in DNA replication"
"carbon-sulfur lyase activity","carbon-sulfur lyase activity"
"lactoylglutathione lyase activity","lactoylglutathione lyase activity"
"methylglyoxal catabolic process to lactate","methylglyoxal catabolic process to lactate"
"methylglyoxal metabolic process","methylglyoxal metabolic process"
"methylglyoxal catabolic process","methylglyoxal catabolic process"
"ketone catabolic process","ketone catabolic process"
"methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione","methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione"
"ammonia ligase activity","ammonia ligase activity"
"glutamate-ammonia ligase activity","glutamate-ammonia ligase activity"
"glutamine biosynthetic process","glutamine biosynthetic process"
"glycerol-3-phosphate metabolic process","glycerol-3-phosphate metabolic process"
"alditol phosphate metabolic process","alditol phosphate metabolic process"
"glycerol-3-phosphate dehydrogenase [NAD(P)+] activity","glycerol-3-phosphate dehydrogenase [NAD(P)+] activity"
"translation elongation factor activity","translation elongation factor activity"
"uridine phosphorylase activity","uridine phosphorylase activity"
"ribonucleoside catabolic process","ribonucleoside catabolic process"
"uridine catabolic process","uridine catabolic process"
"nucleoside catabolic process","nucleoside catabolic process"
"uridine metabolic process","uridine metabolic process"
"glycosyl compound catabolic process","glycosyl compound catabolic process"
"pyrimidine nucleoside catabolic process","pyrimidine nucleoside catabolic process"
"pyrimidine ribonucleoside catabolic process","pyrimidine ribonucleoside catabolic process"
"nucleobase-containing small molecule catabolic process","nucleobase-containing small molecule catabolic process"
"lysine biosynthetic process via diaminopimelate","lysine biosynthetic process via diaminopimelate"
"diaminopimelate metabolic process","diaminopimelate metabolic process"
"diaminopimelate epimerase activity","diaminopimelate epimerase activity"
"D-alanine-D-alanine ligase activity","D-alanine-D-alanine ligase activity"
"cysteine synthase activity","cysteine synthase activity"
"cysteine biosynthetic process","cysteine biosynthetic process"
"cysteine metabolic process","cysteine metabolic process"
"L-cysteine desulfhydrase activity","L-cysteine desulfhydrase activity"
"coproporphyrinogen dehydrogenase activity","coproporphyrinogen dehydrogenase activity"
"ATPase binding","ATPase binding"
"protein quality control for misfolded or incompletely synthesized proteins","protein quality control for misfolded or incompletely synthesized proteins"
"endopeptidase Clp complex","endopeptidase Clp complex"
"chaperone binding","chaperone binding"
"GroEL-GroES complex","GroEL-GroES complex"
"chaperonin ATPase complex","chaperonin ATPase complex"
"chaperone complex","chaperone complex"
"3-deoxy-7-phosphoheptulonate synthase activity","3-deoxy-7-phosphoheptulonate synthase activity"
"RNA decapping","RNA decapping"
"bis(5'-nucleosyl)-tetraphosphatase (symmetrical) activity","bis(5'-nucleosyl)-tetraphosphatase (symmetrical) activity"
"bis(5'-nucleosyl)-tetraphosphatase activity","bis(5'-nucleosyl)-tetraphosphatase activity"
"nucleotide diphosphatase activity","nucleotide diphosphatase activity"
"phosphorus-oxygen lyase activity","phosphorus-oxygen lyase activity"
"adenylate cyclase activity","adenylate cyclase activity"
"cyclase activity","cyclase activity"
"dicarboxylic acid biosynthetic process","dicarboxylic acid biosynthetic process"
"aspartate biosynthetic process","aspartate biosynthetic process"
"leucine biosynthetic process","leucine biosynthetic process"
"leucine metabolic process","leucine metabolic process"
"branched-chain-amino-acid transaminase activity","branched-chain-amino-acid transaminase activity"
"pyruvate family amino acid biosynthetic process","pyruvate family amino acid biosynthetic process"
"D-alanine metabolic process","D-alanine metabolic process"
"alanine biosynthetic process","alanine biosynthetic process"
"D-amino acid biosynthetic process","D-amino acid biosynthetic process"
"D-amino acid metabolic process","D-amino acid metabolic process"
"D-alanine family amino acid biosynthetic process","D-alanine family amino acid biosynthetic process"
"D-alanine family amino acid metabolic process","D-alanine family amino acid metabolic process"
"D-alanine biosynthetic process","D-alanine biosynthetic process"
"alanine racemase activity","alanine racemase activity"
"thioester metabolic process","thioester metabolic process"
"acyl-CoA metabolic process","acyl-CoA metabolic process"
"long-chain fatty acyl-CoA binding","long-chain fatty acyl-CoA binding"
"acyl-CoA binding","acyl-CoA binding"
"lipid binding","lipid binding"
"fatty acid derivative binding","fatty acid derivative binding"
"fatty-acyl-CoA binding","fatty-acyl-CoA binding"
"L-valine import across plasma membrane","L-valine import across plasma membrane"
"glucokinase activity","glucokinase activity"
"hexokinase activity","hexokinase activity"
"glucose 6-phosphate metabolic process","glucose 6-phosphate metabolic process"
"error-prone translesion synthesis","error-prone translesion synthesis"
"positive regulation of secondary metabolite biosynthetic process","positive regulation of secondary metabolite biosynthetic process"
"histidine biosynthetic process","histidine biosynthetic process"
"histidine metabolic process","histidine metabolic process"
"1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity","1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity"
"histidinol dehydrogenase activity","histidinol dehydrogenase activity"
"imidazoleglycerol-phosphate dehydratase activity","imidazoleglycerol-phosphate dehydratase activity"
"dTDP-glucose 4,6-dehydratase activity","dTDP-glucose 4,6-dehydratase activity"
"L-serine ammonia-lyase activity","L-serine ammonia-lyase activity"
"L-threonine ammonia-lyase activity","L-threonine ammonia-lyase activity"
"tRNA 3'-trailer cleavage","tRNA 3'-trailer cleavage"
"ncRNA 3'-end processing","ncRNA 3'-end processing"
"endonucleolytic cleavage involved in tRNA processing","endonucleolytic cleavage involved in tRNA processing"
"tRNA 3'-end processing","tRNA 3'-end processing"
"3'-tRNA processing endoribonuclease activity","3'-tRNA processing endoribonuclease activity"
"RNA 3'-end processing","RNA 3'-end processing"
"tRNA 3'-trailer cleavage, endonucleolytic","tRNA 3'-trailer cleavage, endonucleolytic"
"orotidine-5'-phosphate decarboxylase activity","orotidine-5'-phosphate decarboxylase activity"
"chorismate biosynthetic process","chorismate biosynthetic process"
"3-phosphoshikimate 1-carboxyvinyltransferase activity","3-phosphoshikimate 1-carboxyvinyltransferase activity"
"dihydroorotase activity","dihydroorotase activity"
"pteridine-containing compound biosynthetic process","pteridine-containing compound biosynthetic process"
"folic acid-containing compound biosynthetic process","folic acid-containing compound biosynthetic process"
"cellular modified amino acid biosynthetic process","cellular modified amino acid biosynthetic process"
"tetrahydrofolate biosynthetic process","tetrahydrofolate biosynthetic process"
"pentose metabolic process","pentose metabolic process"
"pentose catabolic process","pentose catabolic process"
"L-arabinose isomerase activity","L-arabinose isomerase activity"
"xylulose 5-phosphate metabolic process","xylulose 5-phosphate metabolic process"
"arabinose metabolic process","arabinose metabolic process"
"arabinose catabolic process","arabinose catabolic process"
"L-arabinose catabolic process to xylulose 5-phosphate","L-arabinose catabolic process to xylulose 5-phosphate"
"xylulose 5-phosphate biosynthetic process","xylulose 5-phosphate biosynthetic process"
"L-arabinose metabolic process","L-arabinose metabolic process"
"L-arabinose catabolic process","L-arabinose catabolic process"
"DNA replication, synthesis of RNA primer","DNA replication, synthesis of RNA primer"
"DNA primase activity","DNA primase activity"
"cellular response to oxygen radical","cellular response to oxygen radical"
"cellular response to superoxide","cellular response to superoxide"
"response to oxygen radical","response to oxygen radical"
"response to superoxide","response to superoxide"
"superoxide metabolic process","superoxide metabolic process"
"removal of superoxide radicals","removal of superoxide radicals"
"superoxide dismutase activity","superoxide dismutase activity"
"oxidoreductase activity, acting on superoxide radicals as acceptor","oxidoreductase activity, acting on superoxide radicals as acceptor"
"glutathione biosynthetic process","glutathione biosynthetic process"
"glutathione metabolic process","glutathione metabolic process"
"glutamate-cysteine ligase activity","glutamate-cysteine ligase activity"
"phosphoenolpyruvate carboxykinase (ATP) activity","phosphoenolpyruvate carboxykinase (ATP) activity"
"phosphoenolpyruvate carboxykinase activity","phosphoenolpyruvate carboxykinase activity"
"polysaccharide transport","polysaccharide transport"
"maltodextrin transport","maltodextrin transport"
"polysaccharide localization","polysaccharide localization"
"maltose transport","maltose transport"
"ABC-type transporter activity","ABC-type transporter activity"
"ABC-type maltose transporter activity","ABC-type maltose transporter activity"
"ABC-type oligosaccharide transporter activity","ABC-type oligosaccharide transporter activity"
"maltose transmembrane transport","maltose transmembrane transport"
"ABC-type carbohydrate transporter activity","ABC-type carbohydrate transporter activity"
"maltose transmembrane transporter activity","maltose transmembrane transporter activity"
"excinuclease repair complex","excinuclease repair complex"
"endodeoxyribonuclease complex","endodeoxyribonuclease complex"
"glucan biosynthetic process","glucan biosynthetic process"
"cellular glucan metabolic process","cellular glucan metabolic process"
"energy reserve metabolic process","energy reserve metabolic process"
"glycogen biosynthetic process","glycogen biosynthetic process"
"glycogen metabolic process","glycogen metabolic process"
"ketol-acid reductoisomerase activity","ketol-acid reductoisomerase activity"
"5-methyltetrahydrofolate-dependent methyltransferase activity","5-methyltetrahydrofolate-dependent methyltransferase activity"
"S-methyltransferase activity","S-methyltransferase activity"
"methionine synthase activity","methionine synthase activity"
"transmembrane signaling receptor activity","transmembrane signaling receptor activity"
"signaling receptor activity","signaling receptor activity"
"guanylate kinase activity","guanylate kinase activity"
"GDP metabolic process","GDP metabolic process"
"bacterial-type flagellum filament","bacterial-type flagellum filament"
"bacterial-type flagellum","bacterial-type flagellum"
"bacterial-type flagellum filament cap","bacterial-type flagellum filament cap"
"oxidoreductase activity, acting on the CH-NH2 group of donors","oxidoreductase activity, acting on the CH-NH2 group of donors"
"oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor","oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor"
"glutamate dehydrogenase [NAD(P)+] activity","glutamate dehydrogenase [NAD(P)+] activity"
"glutamate dehydrogenase (NADP+) activity","glutamate dehydrogenase (NADP+) activity"
"glutamate biosynthetic process","glutamate biosynthetic process"
"glucose-6-phosphate isomerase activity","glucose-6-phosphate isomerase activity"
"monosaccharide binding","monosaccharide binding"
"chorismate lyase activity","chorismate lyase activity"
"glycerol-3-phosphate O-acyltransferase activity","glycerol-3-phosphate O-acyltransferase activity"
"triglyceride metabolic process","triglyceride metabolic process"
"neutral lipid biosynthetic process","neutral lipid biosynthetic process"
"neutral lipid metabolic process","neutral lipid metabolic process"
"acylglycerol metabolic process","acylglycerol metabolic process"
"acylglycerol biosynthetic process","acylglycerol biosynthetic process"
"triglyceride biosynthetic process","triglyceride biosynthetic process"
"efflux pump complex","efflux pump complex"
"guanine transmembrane transport","guanine transmembrane transport"
"guanine transmembrane transporter activity","guanine transmembrane transporter activity"
"guanine transport","guanine transport"
"regulation of pH","regulation of pH"
"cellular pH","cellular pH"
"cellular monovalent inorganic cation homeostasis","cellular monovalent inorganic cation homeostasis"
"regulation of cellular pH","regulation of cellular pH"
"monovalent inorganic cation homeostasis","monovalent inorganic cation homeostasis"
"cell pH","cell pH"
"pH","pH"
"regulation of intracellular pH","regulation of intracellular pH"
"inorganic ion import across plasma membrane","inorganic ion import across plasma membrane"
"inorganic cation import across plasma membrane","inorganic cation import across plasma membrane"
"sodium ion import across plasma membrane","sodium ion import across plasma membrane"
"potassium ion transmembrane transport","potassium ion transmembrane transport"
"potassium ion transmembrane transporter activity","potassium ion transmembrane transporter activity"
"potassium ion antiporter activity","potassium ion antiporter activity"
"potassium:proton antiporter activity","potassium:proton antiporter activity"
"plasma membrane acetate transport","plasma membrane acetate transport"
"organic hydroxy compound transport","organic hydroxy compound transport"
"organic hydroxy compound transmembrane transporter activity","organic hydroxy compound transmembrane transporter activity"
"glycolate transmembrane transporter activity","glycolate transmembrane transporter activity"
"alcohol transmembrane transporter activity","alcohol transmembrane transporter activity"
"glycolate transport","glycolate transport"
"glycolate transmembrane transport","glycolate transmembrane transport"
"acetyl-CoA metabolic process","acetyl-CoA metabolic process"
"acetyl-CoA biosynthetic process","acetyl-CoA biosynthetic process"
"acyl-CoA biosynthetic process","acyl-CoA biosynthetic process"
"thioester biosynthetic process","thioester biosynthetic process"
"ligase activity, forming carbon-sulfur bonds","ligase activity, forming carbon-sulfur bonds"
"acid-thiol ligase activity","acid-thiol ligase activity"
"CoA-ligase activity","CoA-ligase activity"
"acetate-CoA ligase activity","acetate-CoA ligase activity"
"anaerobic electron transport chain","anaerobic electron transport chain"
"oxidoreductase activity, acting on other nitrogenous compounds as donors, cytochrome as acceptor","oxidoreductase activity, acting on other nitrogenous compounds as donors, cytochrome as acceptor"
"nitrite reductase (cytochrome, ammonia-forming) activity","nitrite reductase (cytochrome, ammonia-forming) activity"
"peptidyl-cysteine modification","peptidyl-cysteine modification"
"cytochrome c-heme linkage via heme-L-cysteine","cytochrome c-heme linkage via heme-L-cysteine"
"protein-heme linkage","protein-heme linkage"
"cytochrome complex assembly","cytochrome complex assembly"
"protein-tetrapyrrole linkage","protein-tetrapyrrole linkage"
"cytochrome c-heme linkage","cytochrome c-heme linkage"
"arginine decarboxylase activity","arginine decarboxylase activity"
"dimethyl sulfoxide reductase complex","dimethyl sulfoxide reductase complex"
"dimethyl sulfoxide reductase activity","dimethyl sulfoxide reductase activity"
"fumarate reductase complex","fumarate reductase complex"
"plasma membrane fumarate reductase complex","plasma membrane fumarate reductase complex"
"respiratory chain complex II","respiratory chain complex II"
"plasma membrane respiratory chain complex II","plasma membrane respiratory chain complex II"
"phosphatidylethanolamine metabolic process","phosphatidylethanolamine metabolic process"
"phosphatidylethanolamine biosynthetic process","phosphatidylethanolamine biosynthetic process"
"phosphatidylserine decarboxylase activity","phosphatidylserine decarboxylase activity"
"NADPHX epimerase activity","NADPHX epimerase activity"
"ADP-dependent NAD(P)H-hydrate dehydratase activity","ADP-dependent NAD(P)H-hydrate dehydratase activity"
"metabolite repair","metabolite repair"
"NADHX epimerase activity","NADHX epimerase activity"
"tRNA threonylcarbamoyladenosine metabolic process","tRNA threonylcarbamoyladenosine metabolic process"
"tRNA threonylcarbamoyladenosine modification","tRNA threonylcarbamoyladenosine modification"
"RNA 2'-O-methyltransferase activity","RNA 2'-O-methyltransferase activity"
"rRNA (guanosine-2'-O-)-methyltransferase activity","rRNA (guanosine-2'-O-)-methyltransferase activity"
"rRNA (guanine) methyltransferase activity","rRNA (guanine) methyltransferase activity"
"O-methyltransferase activity","O-methyltransferase activity"
"rRNA 2'-O-methylation","rRNA 2'-O-methylation"
"enzyme-directed rRNA 2'-O-methylation","enzyme-directed rRNA 2'-O-methylation"
"endodeoxyribonuclease activity","endodeoxyribonuclease activity"
"deoxyribonuclease activity","deoxyribonuclease activity"
"double-stranded DNA endodeoxyribonuclease activity","double-stranded DNA endodeoxyribonuclease activity"
"restriction endodeoxyribonuclease activity","restriction endodeoxyribonuclease activity"
"sulfuric ester hydrolase activity","sulfuric ester hydrolase activity"
"arylsulfatase activity","arylsulfatase activity"
"vitamin catabolic process","vitamin catabolic process"
"lactone metabolic process","lactone metabolic process"
"water-soluble vitamin catabolic process","water-soluble vitamin catabolic process"
"lactone catabolic process","lactone catabolic process"
"L-ascorbic acid metabolic process","L-ascorbic acid metabolic process"
"L-ascorbic acid catabolic process","L-ascorbic acid catabolic process"
"3-dehydro-L-gulonate-6-phosphate decarboxylase activity","3-dehydro-L-gulonate-6-phosphate decarboxylase activity"
"racemase and epimerase activity, acting on carbohydrates and derivatives","racemase and epimerase activity, acting on carbohydrates and derivatives"
"L-ribulose-5-phosphate 3-epimerase activity","L-ribulose-5-phosphate 3-epimerase activity"
"protein acetylation","protein acetylation"
"protein acylation","protein acylation"
"N-terminal protein amino acid acetylation","N-terminal protein amino acid acetylation"
"peptidyl-alanine modification","peptidyl-alanine modification"
"N-terminal protein amino acid modification","N-terminal protein amino acid modification"
"N-terminal peptidyl-alanine acetylation","N-terminal peptidyl-alanine acetylation"
"peptide N-acetyltransferase activity","peptide N-acetyltransferase activity"
"ribosomal protein S5-alanine N-acetyltransferase activity","ribosomal protein S5-alanine N-acetyltransferase activity"
"peptide alpha-N-acetyltransferase activity","peptide alpha-N-acetyltransferase activity"
"deoxyribose-phosphate aldolase activity","deoxyribose-phosphate aldolase activity"
"purine nucleoside metabolic process","purine nucleoside metabolic process"
"purine nucleoside catabolic process","purine nucleoside catabolic process"
"purine-nucleoside phosphorylase activity","purine-nucleoside phosphorylase activity"
"fructose metabolic process","fructose metabolic process"
"fructose 1,6-bisphosphate 1-phosphatase activity","fructose 1,6-bisphosphate 1-phosphatase activity"
"fructose 1,6-bisphosphate metabolic process","fructose 1,6-bisphosphate metabolic process"
"sucrose metabolic process","sucrose metabolic process"
"disaccharide metabolic process","disaccharide metabolic process"
"sucrose biosynthetic process","sucrose biosynthetic process"
"disaccharide biosynthetic process","disaccharide biosynthetic process"
"tRNA nucleoside ribose methylation","tRNA nucleoside ribose methylation"
"tRNA (cytosine) methyltransferase activity","tRNA (cytosine) methyltransferase activity"
"tRNA methyltransferase activity","tRNA methyltransferase activity"
"tRNA (cytosine-2'-O-)-methyltransferase activity","tRNA (cytosine-2'-O-)-methyltransferase activity"
"tRNA 2'-O-methyltransferase activity","tRNA 2'-O-methyltransferase activity"
"tRNA (uracil-2'-O-)-methyltransferase activity","tRNA (uracil-2'-O-)-methyltransferase activity"
"tRNA (uracil) methyltransferase activity","tRNA (uracil) methyltransferase activity"
"selenocysteinyl-tRNA(Sec) biosynthetic process","selenocysteinyl-tRNA(Sec) biosynthetic process"
"selenotransferase activity","selenotransferase activity"
"L-seryl-tRNASec selenium transferase activity","L-seryl-tRNASec selenium transferase activity"
"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines"
"peptidyl-arginine modification","peptidyl-arginine modification"
"protein citrullination","protein citrullination"
"arginine deiminase activity","arginine deiminase activity"
"valyl-tRNA aminoacylation","valyl-tRNA aminoacylation"
"valine-tRNA ligase activity","valine-tRNA ligase activity"
"positive regulation of DNA metabolic process","positive regulation of DNA metabolic process"
"positive regulation of DNA replication","positive regulation of DNA replication"
"positive regulation of DNA-dependent DNA replication initiation","positive regulation of DNA-dependent DNA replication initiation"
"positive regulation of DNA-dependent DNA replication","positive regulation of DNA-dependent DNA replication"
"aldonate transmembrane transporter activity","aldonate transmembrane transporter activity"
"aldonate transmembrane transport","aldonate transmembrane transport"
"gluconate transmembrane transport","gluconate transmembrane transport"
"gluconate transmembrane transporter activity","gluconate transmembrane transporter activity"
"L-idonate transmembrane transport","L-idonate transmembrane transport"
"L-idonate transmembrane transporter activity","L-idonate transmembrane transporter activity"
"isoleucine-tRNA ligase activity","isoleucine-tRNA ligase activity"
"isoleucyl-tRNA aminoacylation","isoleucyl-tRNA aminoacylation"
"purine nucleosidase activity","purine nucleosidase activity"
"histidine phosphotransfer kinase activity","histidine phosphotransfer kinase activity"
"protein autophosphorylation","protein autophosphorylation"
"[citrate (pro-3S)-lyase] ligase activity","[citrate (pro-3S)-lyase] ligase activity"
"4-hydroxy-tetrahydrodipicolinate reductase","4-hydroxy-tetrahydrodipicolinate reductase"
"diaminopimelate biosynthetic process","diaminopimelate biosynthetic process"
"carnitine-CoA ligase activity","carnitine-CoA ligase activity"
"crotonobetaine-CoA ligase activity","crotonobetaine-CoA ligase activity"
"positive regulation of transport","positive regulation of transport"
"positive regulation of ion transport","positive regulation of ion transport"
"positive regulation of transmembrane transport","positive regulation of transmembrane transport"
"positive regulation of ion transmembrane transport","positive regulation of ion transmembrane transport"
"positive regulation of transporter activity","positive regulation of transporter activity"
"positive regulation of ion transmembrane transporter activity","positive regulation of ion transmembrane transporter activity"
"NADP binding","NADP binding"
"dihydrofolate metabolic process","dihydrofolate metabolic process"
"dihydrofolate reductase activity","dihydrofolate reductase activity"
"lipopolysaccharide export","lipopolysaccharide export"
"exodeoxyribonuclease activity, producing 5'-phosphomonoesters","exodeoxyribonuclease activity, producing 5'-phosphomonoesters"
"exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters","exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters"
"3'-5'-exodeoxyribonuclease activity","3'-5'-exodeoxyribonuclease activity"
"exodeoxyribonuclease activity","exodeoxyribonuclease activity"
"protein-transporting ATPase activity","protein-transporting ATPase activity"
"ABC-type protein transporter activity","ABC-type protein transporter activity"
"cell envelope Sec protein transport complex","cell envelope Sec protein transport complex"
"lipoic acid binding","lipoic acid binding"
"fatty acid binding","fatty acid binding"
"acetyl-CoA biosynthetic process from pyruvate","acetyl-CoA biosynthetic process from pyruvate"
"oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor","oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor"
"dihydrolipoyl dehydrogenase activity","dihydrolipoyl dehydrogenase activity"
"aconitate hydratase activity","aconitate hydratase activity"
"2-methylisocitrate dehydratase activity","2-methylisocitrate dehydratase activity"
"adenosylmethionine decarboxylase activity","adenosylmethionine decarboxylase activity"
"spermidine biosynthetic process","spermidine biosynthetic process"
"polyamine biosynthetic process","polyamine biosynthetic process"
"polyamine metabolic process","polyamine metabolic process"
"spermidine metabolic process","spermidine metabolic process"
"spermidine synthase activity","spermidine synthase activity"
"carbon utilization","carbon utilization"
"pantothenate biosynthetic process","pantothenate biosynthetic process"
"pantothenate metabolic process","pantothenate metabolic process"
"pantoate-beta-alanine ligase activity","pantoate-beta-alanine ligase activity"
"3-methyl-2-oxobutanoate hydroxymethyltransferase activity","3-methyl-2-oxobutanoate hydroxymethyltransferase activity"
"homoserine metabolic process","homoserine metabolic process"
"homoserine biosynthetic process","homoserine biosynthetic process"
"aspartate kinase activity","aspartate kinase activity"
"amino acid kinase activity","amino acid kinase activity"
"homoserine dehydrogenase activity","homoserine dehydrogenase activity"
"anion channel activity","anion channel activity"
"chloride channel activity","chloride channel activity"
"voltage-gated channel activity","voltage-gated channel activity"
"voltage-gated ion channel activity","voltage-gated ion channel activity"
"voltage-gated chloride channel activity","voltage-gated chloride channel activity"
"voltage-gated anion channel activity","voltage-gated anion channel activity"
"alcohol metabolic process","alcohol metabolic process"
"isoprenoid biosynthetic process","isoprenoid biosynthetic process"
"isoprenoid metabolic process","isoprenoid metabolic process"
"polyprenol metabolic process","polyprenol metabolic process"
"polyprenol biosynthetic process","polyprenol biosynthetic process"
"alcohol biosynthetic process","alcohol biosynthetic process"
"di-trans,poly-cis-decaprenylcistransferase activity","di-trans,poly-cis-decaprenylcistransferase activity"
"phospholipid binding","phospholipid binding"
"rescue of stalled ribosome","rescue of stalled ribosome"
"tRNA (adenine) methyltransferase activity","tRNA (adenine) methyltransferase activity"
"tRNA m6t6A37 methyltransferase activity","tRNA m6t6A37 methyltransferase activity"
"2-oxoglutaramate amidase activity","2-oxoglutaramate amidase activity"
"omega-amidase activity","omega-amidase activity"
"acyl-CoA dehydrogenase activity","acyl-CoA dehydrogenase activity"
"dipeptidase activity","dipeptidase activity"
"metallodipeptidase activity","metallodipeptidase activity"
"copper ion homeostasis","copper ion homeostasis"
"copper ion transmembrane transporter activity","copper ion transmembrane transporter activity"
"P-type transmembrane transporter activity","P-type transmembrane transporter activity"
"copper ion transmembrane transport","copper ion transmembrane transport"
"P-type ion transporter activity","P-type ion transporter activity"
"ATPase-coupled cation transmembrane transporter activity","ATPase-coupled cation transmembrane transporter activity"
"copper ion transport","copper ion transport"
"P-type divalent copper transporter activity","P-type divalent copper transporter activity"
"proline biosynthetic process","proline biosynthetic process"
"L-proline biosynthetic process","L-proline biosynthetic process"
"pyrroline-5-carboxylate reductase activity","pyrroline-5-carboxylate reductase activity"
"pyrimidine-nucleoside phosphorylase activity","pyrimidine-nucleoside phosphorylase activity"
"DNA replication termination","DNA replication termination"
"response to starvation","response to starvation"
"cellular response to starvation","cellular response to starvation"
"cellular response to phosphate starvation","cellular response to phosphate starvation"
"S-adenosylmethionine:tRNA ribosyltransferase-isomerase activity","S-adenosylmethionine:tRNA ribosyltransferase-isomerase activity"
"1-deoxy-D-xylulose-5-phosphate synthase activity","1-deoxy-D-xylulose-5-phosphate synthase activity"
"glyceraldehyde-3-phosphate metabolic process","glyceraldehyde-3-phosphate metabolic process"
"isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway","isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway"
