Source 	Target
A0A0F6B7I4	gluQ
A0A0F6B7I4	kefC
A0A0F6B7I4	caiT
A0A0F6AYR6	gsiC
A0A0F6B958	fabR
A0A0F6AZI8	glpK
A0A0F6AZI8	glmS
A0A0F6AZI8	glmM
A0A0F6AZI8	hlyE
A0A0F6B274	mntP
A0A0F6B097	msrA
A0A0F6B097	mgrB
A0A0F6B097	nudL
A0A0F6B097	mepA
A0A0F6B4U5	metK
A0A0F6B4U5	murB
A0A0F6B4U5	nagK
A0A0F6B4U5	nuoN
A0A0F6B5G5	cysD
A0A0F6B0K4	dapF
A0A0F6B3P6	dinB
A0A0F6B3P6	iraD
A0A0F6B3P6	gsiA
A0A0F6B3P6	tdk
A0A0F6B770	hisF
A0A0F6AX35	lpxB
A0A0F6AYC9	lpxK
A0A0F6AYY6	phnS
A0A0F6BAM7	pipB2
A0A0F6B397	hemH
A0A0F6BAM6	infA
A0A0F6B934	mdtI
A0A0F6BAM1	hutI
A0A0F6B161	lolA
A0A0F6AZX0	miaB
A0A0F6B3H6	mdtL
A0A0F6B726	murE
A0A0F6AXJ6	mscL
A0A0F6AXM2	mutL
A0A0F6AWV9	nanK
A0A0F6B2N7	murQ
A0A0F6AYQ9	plsY
A0A0F6AZC0	nudC
A0A0F6BB58	hcp
A0A0F6BB58	htpX
A0A0F6BB58	hslU
A0A0F6BB58	htpG
A0A0F6BAF1	ispD
A0A0F6B463	iraM
A0A0F6B150	leuA
A0A0F6B807	ligB
A0A0F6AW55	lplA
A0A0F6AW55	mraY
A0A0F6AW55	mnmG
A0A0F6AW55	mtnN
A0A0F6BAU3	nuoC
A0A0F6BAU3	purC
A0A0F6BAU3	hisG
A0A0F6BAU3	hisA
A0A0F6AY20	hfq
A0A0F6B151	hemC
A0A0F6B9Z7	hdfR
A0A0F6AXW3	lpxC
A0A0F6B292	ispF
A0A0F6B292	rdgB
A0A0F6B292	kduI
A0A0F6B292	thrL
A0A0F6B8I0	lipB
A0A0F6B0M3	lsrC
A0A0F6B2M2	nfuA
A0A0F6B7G2	mdtH
A0A0F6BA87	menC
A0A0F6B566	nrdI
A0A0F6B566	msrQ
A0A0F6B566	nadK
A0A0F6B0S3	ispG
A0A0F6AZY2	kdpA
A0A0F6B954	mnmA
A0A0F6AWC1	mltC
A0A0F6AYV3	leuD
A0A0F6B775	leuE
A0A0F6B775	tmk
A0A0F6B775	lpxD
A0A0F6B775	lptD
A0A0F6AZE0	lsrB
A0A0F6AZR9	lolD
A0A0F6AZN2	priB
A0A0F6B820	nuoB
A0A0F6B430	yceF2
A0A0F6AYI0	nsrR
A0A0F6B7S5	yceF1
A0A0F6B3T5	prmA
A0A0F6AZX8	proA
A0A0F6B361	pyrD
A0A0F6AYK3	rcnA
A0A0F6BAH1	mntH
A0A0F6BAH1	murC
A0A0F6BAH1	panC
A0A0F6BAH1	pagP
A0A0F6AX32	phnX
A0A0F6AZ55	pdxB
A0A0F6AZ55	nudI
A0A0F6AZ55	mdoG
A0A0F6AZ55	orn
A0A0F6BAE8	pth
A0A0F6AZA8	hilA
A0A0F6BA17	hscA
A0A0F6BAU1	lpp1
A0A0F6BAU1	ihfB
A0A0F6BAU1	ispE
A0A0F6BAU1	kdsA
A0A0F6B223	thrB
A0A0F6B223	obg
A0A0F6B223	panD
A0A0F6B223	pepE
A0A0F6B279	phnT
A0A0F6AY43	cbiN
A0A0F6AY43	grcA
A0A0F6AY43	hemL
A0A0F6AY43	ilvC
A0A0F6AYK4	lipA
A0A0F6B6F6	lpp3
A0A0F6B5R6	murD
A0A0F6B6Q1	nuoA
A0A0F6BAZ4	nudK
A0A0F6B7V9	psd
A0A0F6B3N9	purL
A0A0F6B3N9	lolB
A0A0F6B3N9	gmk
A0A0F6B3N9	cmk
A0A0F6AXM6	kefG
A0A0F6BBB3	leuB
A0A0F6B5T1	oadG2
A0A0F6B105	gshA
A0A0F6AW78	guaC
A0A0F6AW78	matP
A0A0F6AW78	patA
A0A0F6AW78	pdxH
A0A0F6B6B7	rplD
A0A0F6B6B7	rpoA
A0A0F6B6B7	torD
A0A0F6B6B7	sucC
A0A0F6AZS5	tilS
A0A0F6B0H1	hda
A0A0F6B0H1	iscR
A0A0F6B0H1	iscS
A0A0F6B0H1	mtgA
A0A0F6AW57	murA
A0A0F6B9Y3	mutS
A0A0F6B146	nuoH
A0A0F6B9R7	plsX
A0A0F6B350	proB
A0A0F6B350	ppnP
A0A0F6B350	ravA
A0A0F6B350	queC
A0A0F6B1J6	prfB
A0A0F6BAI2	rpsK
A0A0F6BAI2	uxaC
A0A0F6BAI2	tgt
A0A0F6BAI2	tdh
A0A0F6AXN1	ubiB
A0A0F6AX18	thyA
A0A0F6B0V9	rbn
A0A0F6B1Z6	rplS
A0A0F6B9S9	rlmM
A0A0F6AXM4	ruvC
A0A0F6AXM4	rsxD
A0A0F6AXM4	sotB
A0A0F6AXM4	asnS
A0A0F6B2S3	phnR
A0A0F6B5W4	rbsD
A0A0F6AYN4	phnU
A0A0F6B3C1	pcm
A0A0F6AZZ8	rbsA
A0A0F6AXA3	queA
A0A0F6AWU9	rimK
A0A0F6B886	rhmA
A0A0F6B1R3	rihC
A0A0F6B1R3	purM
A0A0F6B1R3	rnb
A0A0F6B1R3	rpmH
A0A0F6AZ48	rpsR
A0A0F6B6X3	sipD
A0A0F6AZZ3	thiE
A0A0F6B6L4	wecG
A0A0F6BAC1	ulaD
A0A0F6BAC1	ribB
A0A0F6BAC1	recO
A0A0F6BAC1	rimO
A0A0F6B4H3	rplP
A0A0F6B1E7	rplR
A0A0F6B1E7	rplW
A0A0F6B1E7	rplY
A0A0F6B1E7	rplF
A0A0F6B0H4	rppH
A0A0F6B0H4	sigE
A0A0F6B0H4	rpsP
A0A0F6B0H4	dsdA
A0A0F6B577	sprT
A0A0F6AWP9	trmB
A0A0F6B8P2	ompD
A0A0F6B7Z7	ribA
A0A0F6B5Z9	pncB
A0A0F6B2W4	tdcC
A0A0F6B5Z8	tig
A0A0F6B4Y3	sdhE
A0A0F6B4N9	speB
A0A0F6B8I9	tolB
A0A0F6BB50	sra
A0A0F6AY74	symE
A0A0F6AZV0	pheT
A0A0F6AZV0	rplN
A0A0F6AZV0	glnS
A0A0F6AZV0	selO
A0A0F6B0W5	ubiA
A0A0F6B4Z4	fliE
A0A0F6B4Z4	frdD
A0A0F6B4Z4	fucI
A0A0F6B4Z4	hmp
A0A0F6B928	glaH
A0A0F6B660	ispH
A0A0F6AWR4	lpxH
A0A0F6B8T7	yedP
A0A0F6B8T7	nrdR
A0A0F6B8T7	nusB
A0A0F6B8T7	otsA
A0A0F6B1C7	hisB
A0A0F6B6Y0	modC
A0A0F6AZA3	nuoI
A0A0F6B9A1	rhaS
A0A0F6B0U3	rpsG
A0A0F6B5C7	ruvA
A0A0F6B5C7	tal1
A0A0F6B5C7	tal2
A0A0F6B5C7	tatB
A0A0F6AXN0	rplI
A0A0F6B6L9	rlmD
A0A0F6B9S8	rlmC
A0A0F6B1V6	rnt
A0A0F6B1V6	secM
A0A0F6B1V6	sopE
A0A0F6B1V6	sfsA
A0A0F6B861	rpsM
A0A0F6BAN1	rpsL
A0A0F6AYF2	rpsQ
A0A0F6B5C8	smg
A0A0F6B5C8	surA
A0A0F6B5C8	pepQ
A0A0F6B5C8	phnW
A0A0F6AXP0	pxpA
A0A0F6B111	rplX
A0A0F6B0Q6	rlmG
A0A0F6AWS6	rpoC
A0A0F6B2C1	sptP
A0A0F6B280	ulaR
A0A0F6B3V0	pyrB
A0A0F6AXG0	rpsN
A0A0F6AXG0	rpsC
A0A0F6AXG0	rsmB
A0A0F6AXG0	rsxE
A0A0F6BA64	secA
A0A0F6B5K9	thiK
A0A0F6B5K9	murG
A0A0F6B5K9	napA
A0A0F6B5K9	nanA
A0A0F6B8J5	nrfA
A0A0F6AZS2	panB
A0A0F6AZS2	ppsR
A0A0F6AZS2	pyrH
A0A0F6AZS2	nanE1
A0A0F6BB20	nhaB
A0A0F6BB20	plsB
A0A0F6BB20	yejK
A0A0F6BB20	rpsU
A0A0F6AZT6	rsxA
A0A0F6AZV5	rsmA
A0A0F6B512	argS
A0A0F6B512	valS
A0A0F6B512	lpxA
A0A0F6B512	nadD
A0A0F6B6X5	lsrD
A0A0F6B5Y0	lsrE
A0A0F6B5Y0	rpsI
A0A0F6B5Y0	sufE
A0A0F6B5Y0	ybjL
A0A0F6B8B0	yidC
A0A0F6B5Q0	ydiV
A0A0F6BB46	zipA
A0A0F6B630	udk
A0A0F6AXR9	yjhX
A0A0F6B0Q0	ybeY
A0A0F6AXU3	yebF
A0A0F6B621	truA
A0A0F6B621	yaaA
A0A0F6B621	yqhA
A0A0F6B621	tusB
A0A0F6AZD7	ung
A0A0F6B3J6	yhbQ
A0A0F6B076	yejL
A0A0F6AXX7	yidE
A0A0F6B409	queC
A0A0F6B897	ribB
A0A0F6B8M4	rplX
A0A0F6AXS7	sstT
A0A0F6AXS7	thiE
A0A0F6AXS7	tgt
A0A0F6AXS7	tdcC
A0A0F6AZT1	tdh
A0A0F6B9R2	purH
A0A0F6BAR5	rpsU
A0A0F6B456	rpsC
A0A0F6B0X8	rsmB
A0A0F6AX37	rsmA
A0A0F6AX37	glnS
A0A0F6AX37	ulaR
A0A0F6AX37	syd
A0A0F6B7U7	trpA
A0A0F6AZ35	nuoN
A0A0F6B821	queF
A0A0F6B618	pcm
A0A0F6AW45	prfC
A0A0F6AW45	tsaD
A0A0F6AW45	rpmI
A0A0F6AW45	rpiA
A0A0F6BA44	rnhB
A0A0F6BA44	frr
A0A0F6BA44	sulA
A0A0F6BA44	sufS
A0A0F6B981	thiM
A0A0F6B9T8	rimK
A0A0F6B9T8	prfA
A0A0F6B9T8	rhaR
A0A0F6B9T8	rhaT
A0A0F6AYG2	rpsG
A0A0F6B6J2	speE
A0A0F6B4H0	glyS
A0A0F6B713	trmA
A0A0F6AW58	ycaR
A0A0F6AW58	rapZ
A0A0F6AW58	ybjQ
A0A0F6AW58	pyrB
A0A0F6AX44	rhaA
A0A0F6B0S1	rpoZ
A0A0F6BB47	rpsF
A0A0F6B7N5	ttcA
A0A0F6BB01	pyrG
A0A0F6B1F5	rbfA
A0A0F6B1F5	rimP
A0A0F6B1F5	rplU
A0A0F6B1F5	rplS
A0A0F6B2Z9	rlmM
A0A0F6B2Z9	uxuA
A0A0F6B2Z9	xylA
A0A0F6B2Z9	ycgL
A0A0F6B4R7	yciU
A0A0F6BB08	rhaB
A0A0F6AWE7	recR
A0A0F6B392	rhaS
A0A0F6BA26	rimM
A0A0F6AYU1	rplB
A0A0F6B640	zapB
A0A0F6B0L7	rhaD
A0A0F6B5N2	tusD
A0A0F6B808	ubiC
A0A0F6BB32	leuS
A0A0F6BB32	yqgF
A0A0F6BB32	rapA
A0A0F6BB32	ppsR
A0A0F6B2M0	rhmA
A0A0F6AYZ0	rplN
A0A0F6AYZ0	rlmG
A0A0F6AYZ0	rsd
A0A0F6AYZ0	rsmJ
A0A0F6B168	ruvB
A0A0F6B168	rsmC
A0A0F6B168	rsmH
A0A0F6B168	rsmF
A0A0F6B6C9	rodZ
A0A0F6B6C9	rpoC
A0A0F6B6C9	rpsJ
A0A0F6B6C9	speA
A0A0F6B8R5	rlmC
A0A0F6B5V7	rpoB
A0A0F6B997	sfsA
A0A0F6B790	thiG
A0A0F6BBA9	speB
A0A0F6B4Z5	wzyE
A0A0F6B4Z5	wecF
A0A0F6B4Z5	nuoK
A0A0F6B4Z5	pepQ
A0A0F6B5V2	recF
A0A0F6B1W0	rdgC
A0A0F6B166	rplM
A0A0F6AYX4	rpmH
A0A0F6B125	rlmN
A0A0F6B1X7	pheS
A0A0F6AZN4	murG
A0A0F6AXH3	rpmE2
A0A0F6AXH3	rplI
A0A0F6AXH3	rplF
A0A0F6AXH3	rpsK
A0A0F6AXG2	ubiB
A0A0F6AXG2	tus
A0A0F6AXG2	ytfE
A0A0F6AXG2	xni
A0A0F6AYC2	rlmH
A0A0F6B7F2	alaS
A0A0F6BAX9	ubiD
A0A0F6B4G5	rhmD
A0A0F6AYD1	rplR
A0A0F6B6V5	rplA
A0A0F6AYX1	rplL
A0A0F6B9G3	yfcN
A0A0F6B902	pyrE
A0A0F6B902	rhaM
A0A0F6B902	recX
A0A0F6B902	uvrC
A0A0F6BB65	yacG
A0A0F6AZ37	rlmL
A0A0F6B259	serS
A0A0F6B1R5	trpB
A0A0F6B1R5	yeeX
A0A0F6B1R5	rpsQ
A0A0F6B1R5	tsgA
A0A0F6AXT7	ycjF
A0A0F6B3H2	ynfC
A0A0F6B7Y6	yfbV
A0A0F6B4W0	mraZ
A0A0F6B7H5	proQ
A0A0F6B4Y7	thyA
A0A0F6B7W0	yaiI
A0A0F6B5H0	queA
A0A0F6AZH2	tsaC
A0A0F6AZH2	ycdX
A0A0F6AZH2	yobD
A0A0F6AZH2	recA
A0A0F6B0Z7	treA
A0A0F6B955	upp
A0A0F6B1J1	ybaB
A0A0F6AZ30	yacL
A0A0F6AZ30	yjjB
A0A0F6AZ30	yhbP
A0A0F6AZ30	rlmE
A0A0F6B7X3	ubiE
A0A0F6AYX2	ytjA
A0A0F6B9D0	ygiB
A0A0F6B1J5	rsxC
A0A0F6AYN7	proS
A0A0F6AZT3	thrS
A0A0F6AZT3	tpiA
A0A0F6AZT3	ulaE
A0A0F6AZT3	smg
A0A0F6B7V8	sufE
A0A0F6B1V1	aspS
A0A0F6B1V1	ulaD
A0A0F6B1V1	yaaI
A0A0F6B1V1	yajQ
A0A0F6B7J6	zapA
A0A0F6B3J0	yceH
A0A0F6B3J0	yhaM
A0A0F6B3J0	yeaL
A0A0F6B3J0	yfeW
A0A0F6B478	yqgE
A0A0F6B478	ypfN
A0A0F6B478	trpR
A0A0F6B478	truD
A0A0F6B7Q9	uxaC
A0A0F6B7Q9	yohJ
A0A0F6B7Q9	zntB
A0A0F6B7Q9	yciC
A0A0F6AXP4	yegS
A0A0F6B2P9	ygfZ
A0A0F6AWU8	uvrB
A0A0F6B507	rpsP
A0A0F6B507	dsdA
A0A0F6B507	sotB
A0A0F6B507	sseL
A0A0F6B061	lysS
A0A0F6B138	yfiC
A0A0F6B5M6	yihI
A0A0F6B5M6	yohO
A0A0F6B5M6	ynfB
A0A0F6B5M6	ybhG
A0A0F6B7A2	ycfP
A0A0F6B4P4	proB
A0A0F6B7T7	truB
A0A0F6B4N0	zupT
A0A0F6B6V3	tusC
A0A0F6B6V3	yoaH
A0A0F6B6V3	ydiB
A0A0F6B6V3	wecG
A0A0F6B819	yciZ
A0A0F6B0J9	rpsN
A0A0F6B114	yeaH
A0A0F6B4E7	viaA
A0A0F6AYF6	yccT
A0A0F6BAF3	yceI
A0A0F6B3K1	yaeH
A0A0F6B8V0	gpt
A0A0F6B2J9	yggU
A0A0F6B3U1	ulaG
A0A0F6B619	ycgN
A0A0F6B881	ycaD
A0A0F6B290	yheU
A0A0F6B290	yaeP
A0A0F6B290	yciB
A0A0F6B290	ynfA
A0A0F6B9H5	bioF
A0A0F6B0Y9	arnA
A0A0F6BB77	aroC
A0A0F6BB77	cmoA
A0A0F6BB77	atpB
A0A0F6BB77	atpF
A0A0F6B4K8	atpG
A0A0F6B765	atpE
A0A0F6AYS5	atpA
A0A0F6B2Y5	cyaY
A0A0F6B939	dcd
A0A0F6B721	hemE
A0A0F6B4B8	dapB
A0A0F6B0V5	cbpM
A0A0F6B7Y3	clpS
A0A0F6AZP8	patD
A0A0F6B7E1	acpH
A0A0F6AWT1	allB
A0A0F6B228	acpP
A0A0F6B7K2	argP
A0A0F6AYQ2	araA
A0A0F6BA32	apt
A0A0F6BA32	hcp
A0A0F6BA32	hemH
A0A0F6BA32	kduI
A0A0F6AXV7	kdpB
A0A0F6AXV7	pckA
A0A0F6AXV7	psiE
A0A0F6AXV7	acpS
A0A0F6B1N7	caiC
A0A0F6B1N7	dadA
A0A0F6B1N7	ghrB
A0A0F6B1N7	infB
A0A0F6B9H4	glaH
A0A0F6B9H4	iraD
A0A0F6B9H4	gloB
A0A0F6B9H4	gppA
A0A0F6B086	argB
A0A0F6B086	apaG
A0A0F6B086	astE
A0A0F6B086	aroD
A0A0F6B388	arnT
A0A0F6B3M1	atpH
A0A0F6B4C1	cyoE
A0A0F6B4C1	dcyD
A0A0F6B4C1	epd
A0A0F6B4C1	glk
A0A0F6AY49	glgB
A0A0F6AY49	bamA
A0A0F6AY49	yfbR
A0A0F6AY49	pepA
A0A0F6B1A6	actP
A0A0F6B0F9	aes
A0A0F6B0F9	anmK
A0A0F6B0F9	arnD
A0A0F6B0F9	cobT
A0A0F6B6Z6	atpD
A0A0F6AXJ4	bioB
A0A0F6AXJ4	caiE
A0A0F6AXJ4	xseB
A0A0F6AXJ4	era
A0A0F6B1Q7	feoC
A0A0F6B1Q7	fliT
A0A0F6B1Q7	fadR
A0A0F6B1Q7	allA
A0A0F6B4H8	aroB
A0A0F6B4H8	argG
A0A0F6B4H8	clpX
A0A0F6B4H8	cysH
A0A0F6B870	btuC
A0A0F6B870	chbG
A0A0F6B870	groEL
A0A0F6B870	dtd
A0A0F6AWJ4	accA
A0A0F6AWZ3	aaeB
A0A0F6B8L1	aaeX
A0A0F6B464	coaD
A0A0F6AZE2	cysN
A0A0F6B3L6	fabA
A0A0F6AYV0	hflD
A0A0F6B9B3	fis
A0A0F6B7G4	hspQ
A0A0F6AYR7	hutG
A0A0F6AYA0	hisF
A0A0F6AYA0	lsrK
A0A0F6AYA0	lsrR
A0A0F6AYA0	pgl
A0A0F6AZS9	apaH
A0A0F6BBD0	arnF
A0A0F6B396	arnC
A0A0F6B503	aroL
A0A0F6B5M8	cdd
A0A0F6B5V5	clsA
A0A0F6B7G8	dgoD
A0A0F6B6E8	dut
A0A0F6B3K6	coaA
A0A0F6B196	fusA
A0A0F6B196	dapD
A0A0F6B196	emtA
A0A0F6B196	eutC
A0A0F6BBB8	dnaA
A0A0F6B282	dnaK
A0A0F6B121	galK
A0A0F6AYV6	diaA
A0A0F6B3X6	dlgD
A0A0F6AY77	deoD
A0A0F6B4X3	glgX
A0A0F6AYQ3	ybdK
A0A0F6B5I6	glgA
A0A0F6B5I6	dinB
A0A0F6B5I6	tuf1; tuf2
A0A0F6B5I6	nei
A0A0F6AY01	gatY
A0A0F6AZ16	gcvT
A0A0F6B4J1	gmhA
A0A0F6BAU0	ilvD
A0A0F6BAU0	kdsB
A0A0F6BAU0	azoR
A0A0F6BAU0	argO
A0A0F6BAV6	caiA
A0A0F6BAV6	arnE
A0A0F6BAV6	clcA
A0A0F6BAV6	ppc
A0A0F6AWF8	cbpA
A0A0F6AWF8	nfo
A0A0F6AWF8	xseA
A0A0F6AWF8	yqfB
A0A0F6AWZ0	aas
A0A0F6B427	ais
A0A0F6AW89	crcB
A0A0F6B2A4	cysG
A0A0F6B0R2	dapF
A0A0F6BBD5	dps
A0A0F6B2R0	aceK
A0A0F6B2R0	argE
A0A0F6B2R0	araB
A0A0F6B2R0	argH
A0A0F6AZ43	astD
A0A0F6AWQ8	arnB
A0A0F6B448	fadJ
A0A0F6B8F1	fucI
A0A0F6B8F1	ghrA
A0A0F6B8F1	gcvP
A0A0F6B8F1	glpK
A0A0F6B6L8	astC
A0A0F6B6L8	glnE
A0A0F6B6L8	glpB
A0A0F6B6L8	glsA
A0A0F6B2D1	gpmA
A0A0F6AXW7	glpE
A0A0F6B662	fieF
A0A0F6B2T5	lplT
A0A0F6B3S2	hldE
A0A0F6B8K8	mdtD
A0A0F6B8Q7	hutU
A0A0F6B6E7	ihfA
A0A0F6AXW4	tmk
A0A0F6B8L5	lsrA
A0A0F6AZB9	mdtB
A0A0F6AWQ6	caiT
A0A0F6B7M4	dxs
A0A0F6B9K1	fabH
A0A0F6B9K1	entH
A0A0F6B9K1	flhD
A0A0F6B9K1	frsA
A0A0F6BAY5	gpsA
A0A0F6B7X2	hda
A0A0F6AZ83	hslV
A0A0F6B2Y3	marC
A0A0F6B5A0	metE
A0A0F6AYM8	menD
A0A0F6B7W3	minC
A0A0F6B581	metJ
A0A0F6AYU7	iraP
A0A0F6BAE2	iscR
A0A0F6AWM6	mgsA
A0A0F6B1F0	csrA
A0A0F6B1F0	epmA
A0A0F6B1F0	fadB
A0A0F6B1F0	ibpA
A0A0F6AZ14	ibpB
A0A0F6BA62	hemF
A0A0F6BAC0	kefG
A0A0F6AWP1	thrB
A0A0F6B7Z9	lsrD
A0A0F6AZ85	matP
A0A0F6B9W2	nfuA
A0A0F6B4T2	mdtG
A0A0F6B100	mdtH
A0A0F6B052	maeA
A0A0F6AY86	folD
A0A0F6B1A2	folE
A0A0F6B1A2	hscB
A0A0F6B1A2	infA
A0A0F6B1A2	menH
A0A0F6B0D6	cmk
A0A0F6B0D6	mukB
A0A0F6B0D6	mukF
A0A0F6B0D6	lipA
A0A0F6AYU0	caiD
A0A0F6B8E1	cof
A0A0F6B8E1	cysD
A0A0F6B8E1	dctA
A0A0F6B8E1	yggX
A0A0F6B1Y7	flgI
A0A0F6B1Y7	murA
A0A0F6B1Y7	nanT
A0A0F6B1Y7	nanK
A0A0F6B8I4	pfkA
A0A0F6B8I4	pgk
A0A0F6B8I4	nhaP2
A0A0F6B8I4	nuoC
A0A0F6AZS3	aroA
A0A0F6B7E5	asnA
A0A0F6B7E5	cysC
A0A0F6B7E5	cutC
A0A0F6B7E5	cmoB
A0A0F6B9C7	deoB
A0A0F6B7X6	cysI
A0A0F6AZR4	pgi
A0A0F6B7P3	hslU
A0A0F6B8G5	hutH
A0A0F6B4P5	ligB
A0A0F6B5P4	lpxK
A0A0F6B6B2	murC
A0A0F6B6B2	mtfA
A0A0F6B6B2	nagB
A0A0F6B6B2	napA
A0A0F6B4Y6	accD
A0A0F6B4Y6	aaeA
A0A0F6B4Y6	astB
A0A0F6B4Y6	cysJ
A0A0F6B2W3	cdh
A0A0F6AYJ0	dnaJ
A0A0F6B940	dnaT
A0A0F6B4G1	frdD
A0A0F6AYG7	lpxB
A0A0F6B385	ftsB
A0A0F6B863	glmU
A0A0F6AYE4	gshA
A0A0F6AZE4	lsrG
A0A0F6AYX8	lsrC
A0A0F6B2V0	lplA
A0A0F6BAY7	lsrE
A0A0F6BAY7	lldD
A0A0F6BAY7	norR
A0A0F6BAY7	nhaA
A0A0F6AX73	norV
A0A0F6AX73	norW
A0A0F6AX73	yjjX
A0A0F6AX73	mepA
A0A0F6B242	mutL
A0A0F6B0L4	def
A0A0F6B0L4	dapE
A0A0F6B0L4	der
A0A0F6B0L4	fucU
A0A0F6B913	fsa
A0A0F6B3Y6	frdC
A0A0F6B1P8	ligA
A0A0F6B1P8	eno
A0A0F6B1P8	fdhE
A0A0F6B1P8	fixA
A0A0F6B3G8	iscA
A0A0F6B8N8	glmM
A0A0F6B8N8	cbiD
A0A0F6B8N8	astA
A0A0F6B8N8	fadI
A0A0F6B2K0	gpmI
A0A0F6B9C4	engB
A0A0F6AY48	gpmB
A0A0F6AY48	erpA
A0A0F6AY48	fmt
A0A0F6AY48	iolG
A0A0F6BAX5	fbp
A0A0F6B5F8	glyA
A0A0F6B5F8	mntP
A0A0F6B5F8	mltC
A0A0F6B5F8	mltF
A0A0F6AYF0	aat
A0A0F6AYF0	msrA
A0A0F6AYF0	malT
A0A0F6AYF0	miaA
A0A0F6B7I8	metAS
A0A0F6B123	nsrR
A0A0F6B8Z2	nrfA
A0A0F6B3F6	yeiP
A0A0F6AYV2	hutI
A0A0F6AWU1	menC
A0A0F6B542	nudL
A0A0F6B542	mnmG
A0A0F6B542	nanM
A0A0F6B542	plsY
A0A0F6B8B4	nudC
A0A0F6B8W6	nudK
A0A0F6B8W6	hisA
A0A0F6B8W6	hdfR
A0A0F6B8W6	hemA
A0A0F6AXC4	lamB
A0A0F6AW65	ispF
A0A0F6B9A0	ispG
A0A0F6B9A0	iscS
A0A0F6B9A0	ispH
A0A0F6B9A0	lpxA
A0A0F6B9E5	msrP
A0A0F6B9E5	otsA
A0A0F6B9E5	purC
A0A0F6B9E5	cca
A0A0F6B0A2	hfq
A0A0F6B0A2	lpxC
A0A0F6B0A2	ilvC
A0A0F6B0A2	kefC
A0A0F6BAQ5	mdh
A0A0F6BAQ5	mdtJ
A0A0F6BAQ5	nrdI
A0A0F6B5K6	mug
A0A0F6B634	mutS
A0A0F6AYL1	oadG
A0A0F6B3D9	purT
A0A0F6B4C5	kefB
A0A0F6AWM0	katG
A0A0F6B9C3	mnmA
A0A0F6B7G6	lexA
A0A0F6B5L2	kup
A0A0F6B6H9	mdtL
A0A0F6AWD8	mraY
A0A0F6AWD8	nuoB
A0A0F6AWD8	nrdR
A0A0F6AWD8	proA
A0A0F6B9E7	rbn
A0A0F6B6K2	panC
A0A0F6B117	phnX
A0A0F6B4B0	pdxB
A0A0F6B655	nepI
A0A0F6BA90	nhaB
A0A0F6B562	pth
A0A0F6B562	htpG
A0A0F6B562	hscA
A0A0F6B562	hpcH
A0A0F6B5W8	lsrF
A0A0F6B5W8	lgt
A0A0F6B5W8	ihfB
A0A0F6B5W8	lpxH
A0A0F6BAP4	moaC
A0A0F6B362	mnmC
A0A0F6B1T3	panD
A0A0F6B1T3	cbiN
A0A0F6B1T3	cbiB
A0A0F6B1T3	fabZ
A0A0F6B911	garL
A0A0F6B9X9	guaC
A0A0F6AZJ1	hldD
A0A0F6AZJ1	leuA
A0A0F6AZJ1	hemL
A0A0F6AZJ1	hisC
A0A0F6B2M3	lolB
A0A0F6B9Y2	idi
A0A0F6AX17	mdtI
A0A0F6BAJ2	ispD
A0A0F6B7C5	kdpA
A0A0F6B4A5	nudI
A0A0F6B4A5	obg
A0A0F6B4A5	psd
A0A0F6B4A5	pyrI
A0A0F6BBC6	guaA
A0A0F6B9V1	nadE
A0A0F6AZ01	mdtC
A0A0F6AXS3	minE
A0A0F6B8V3	mgrB
A0A0F6B0A4	miaB
A0A0F6B0A4	mnmE
A0A0F6B0A4	mtlD
A0A0F6B0A4	patA
A0A0F6AXA6	mscL
A0A0F6B494	pdxH
A0A0F6B7N6	pncB
A0A0F6B1F4	rpmA
A0A0F6B1F4	rplE
A0A0F6B1F4	slmA
A0A0F6B1F4	rpsH
A0A0F6B2U1	selA
A0A0F6B7I1	torD
A0A0F6B7Z6	sthA
A0A0F6B972	thiC
A0A0F6BAV5	kdpC
A0A0F6BAV5	nusB
A0A0F6BAV5	rcnA
A0A0F6BAV5	rnhA
A0A0F6B5J2	secM
A0A0F6B2K4	tyrS
A0A0F6AZ24	metG
A0A0F6AZ24	thiI
A0A0F6AZ24	yihY
A0A0F6AZ24	yjgA
A0A0F6B261	rpmJ
A0A0F6AWS8	rplQ
A0A0F6AY11	rplT
A0A0F6B4D6	rpmG
A0A0F6BAX6	ruvC
A0A0F6BAX6	rsxE
A0A0F6BAX6	smpB
A0A0F6BAX6	mdoC
A0A0F6B1Y3	rbsD
A0A0F6B0N6	ppnP
A0A0F6AXI7	rplO
A0A0F6B8Z5	rhlB
A0A0F6B7I9	rihC
A0A0F6B3Z3	recO
A0A0F6B926	rimO
A0A0F6B4D5	rnb
A0A0F6B4D1	rpmD
A0A0F6B2N4	rcnR
A0A0F6B4U7	rplJ
A0A0F6B4U7	rplY
A0A0F6B4U7	rpmE
A0A0F6B4U7	rppH
A0A0F6B4I2	rpsS
A0A0F6B631	trhO
A0A0F6B4Q9	selO
A0A0F6B4Q9	tig
A0A0F6B4Q9	sucC
A0A0F6B4Q9	cysS
A0A0F6B7R0	ulaF
A0A0F6AY94	rplV
A0A0F6B788	rpmC
A0A0F6AZY1	rpsI
A0A0F6B4C8	rpsB
A0A0F6AYE8	rsxB
A0A0F6AYE8	secA
A0A0F6AYE8	thiK
A0A0F6AYE8	secB
A0A0F6B4C2	speD
A0A0F6B4C2	surE
